connectivity_threshold,sampling_time,object types for selection,file path,sampling algo,sampling ratio
0.5,34.346627950668335,"['Purchase Order', 'Invoice', 'Goods Receipt', 'Payment']",data/lrms collection/02_p2p.xml,RP,0.02
