connectivity_threshold,sampling_time,object types for selection,file path,sampling algo,sampling ratio
0.5,51.06880497932434,"['Purchase Order', 'Invoice', 'Goods Receipt', 'Payment']",data/lrms collection/02_p2p.xml,RP,0.01
