connectivity_threshold;sampling_time;object types for selection;file path;sampling algo;sample ratio for step one;sampling ratio
0.43;246.06235074996948;['Handling Unit', 'Vehicle', 'Customer Order'];data/logistics/original/ContainerLogistics_from_json.xml;0.05;RP;0.00019559966876383817
