;object_type;average_related_objects;average_related_objects_log;score;used_for_selecting
0;items;25.693171432301867;4.683313074937705;0.39295375230205143;True
1;products;3870.3;11.918229683522112;1.0;False
2;employees;2345.1666666666665;11.19547474072007;0.9393571896167341;False
3;orders;9.3195;3.2202525550007373;0.27019554417993713;True
4;packages;15.26418439716312;3.9320785997544516;0.32992136451195087;True
5;customers;668.0;9.383704292474052;0.7873404475035214;False
