connectivity_threshold;sampling_time;object types for selection;file path;sampling algo;sample ratio for step one;sampling ratio
0.5;15.601265668869019;['items', 'orders', 'packages'];data/order management/original/order-management_fixed.xml;0.1;AB;0.14999387154764873
