connectivity_threshold,sampling_time,object types for selection,file path,sampling algo,sampling ratio
0.5,29.478707790374756,"['Purchase Order', 'Invoice', 'Goods Receipt', 'Payment']",data/lrms collection/02_p2p.xml,AB,0.007
