connectivity_threshold;sampling_time;object types for selection;file path;sampling algo;sample ratio for step one;sampling ratio
0.5;44.74816298484802;['Candidate', 'Assessment'];data/lrms collection/03_hiring.xml;0.2;AB;0.0007813787641353155
