connectivity_threshold;sampling_time;object types for selection;file path;sampling algo;sample ratio for step one;sampling ratio
0.5;28.129931449890137;['Purchase Order', 'Invoice', 'Goods Receipt', 'Payment'];data/lrms collection/02_p2p.xml;0.25;RP;0.050877906057107805
