connectivity_threshold,sampling_time,object types for selection,file path,sampling algo,sampling ratio
0.5,40.61336326599121,"['Purchase Order', 'Invoice', 'Goods Receipt', 'Payment']",data/lrms collection/02_p2p.xml,AB,0.008
