connectivity_threshold,sampling_time,object types for selection,file path,sampling algo,sampling ratio
0.4,29.543179988861084,"['Invoice', 'Purchase Requisition', 'Goods Receipt', 'Payment']",data/lrms collection/02_p2p.xml,AB,0.5
