connectivity_threshold,sampling_time,object types for selection,file path,sampling algo,sampling ratio
0.5,49.621559619903564,"['Purchase Order', 'Invoice', 'Goods Receipt', 'Payment']",data/lrms collection/02_p2p.xml,RP,0.12
