connectivity_threshold,sampling_time,object types for selection,file path,sampling algo,sample ratio for step one,sampling ratio
0.5,29.251795053482056,"['Purchase Order', 'Invoice', 'Goods Receipt', 'Payment']",data/lrms collection/02_p2p.xml,0.5,RP,0.19068122345000849
