connectivity_threshold,sampling_time,object types for selection,file path,sampling algo,sampling ratio
0.4,247.10868763923645,"['Invoice', 'Purchase Requisition', 'Goods Receipt', 'Payment']",data/lrms collection/02_p2p.xml,AB,0.5
