connectivity_threshold;sampling_time;object types for selection;file path;sampling algo;sample ratio for step one;sampling ratio
0.5;30.968737602233887;['Purchase Order', 'Invoice', 'Goods Receipt', 'Payment'];data/lrms collection/02_p2p.xml;0.25;AB;0.046668557129315655
