connectivity_threshold,sampling_time,object types for selection,file path,sampling algo,sampling ratio
0.5,45.00287914276123,"['Purchase Order', 'Invoice', 'Goods Receipt', 'Payment']",data/lrms collection/02_p2p.xml,RP,0.19
