connectivity_threshold;sampling_time;object types for selection;file path;sampling algo;sample ratio for step one;sampling ratio
0.5;29.792566537857056;['Purchase Order', 'Invoice', 'Goods Receipt', 'Payment'];data/lrms collection/02_p2p.xml;0.5;RP;0.19279357619327406
