connectivity_threshold;sampling_time;object types for selection;file path;sampling algo;sample ratio for step one;sampling ratio
0.5;28.95453977584839;['Purchase Order', 'Invoice', 'Goods Receipt', 'Payment'];data/lrms collection/02_p2p.xml;0.1;RP;0.015736735383963116
